Noun;Het;paard;paarden;horse;horses;0;0;0;0;0
Noun;Het;konijn;konijnen;rabbit;rabbits;0;0;0;0;0
Noun;het;varken;varkens;pig;pigs;0;0;0;0;0
Noun;de;eend;eenden;duck;ducks;0;0;0;0;0
Noun;de;koe;koeien;cow;cows;0;0;0;0;0
Adjective;;blauw;blauwe;blue;;0;0;0;0;0
Adjective;;zwart;zwarte;black;;0;0;0;0;0
Adjective;;wit;witte;white;;0;0;0;0;0
Adjective;;geel;gele;yellow;;0;0;0;0;0
Adjective;;groen;groene;green;;0;0;0;0;0
